# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
tRNA;;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;15375;15451;-;;;;tRNA-Ile;;;CM9_t02779;77;;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;15555;17426;+;;;;;;;CM9_00070;1872;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;15555;17426;+;AFQ02825.1;;;ABC transporter ATP-binding protein/permease;;;CM9_00070;1872;623;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;17473;19242;+;;;;;;;CM9_00075;1770;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;17473;19242;+;AFQ02826.1;;;ABC transporter ATP-binding protein/permease;;;CM9_00075;1770;589;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;19252;22347;+;;;;;;;CM9_00080;3096;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;19252;22347;+;AFQ02827.1;;;SNF2 family helicase;;;CM9_00080;3096;1031;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;22389;23558;+;;;;;;;CM9_00085;1170;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;22389;23558;+;AFQ02828.1;;;molecular chaperone DnaJ;;;CM9_00085;1170;389;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;23542;24468;+;;;;;;;CM9_00090;927;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;23542;24468;+;AFQ02829.1;;;proline iminopeptidase;;;CM9_00090;927;308;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;24468;26006;+;;;;;;;CM9_00095;1539;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;24468;26006;+;AFQ02830.1;;;methionyl-tRNA synthetase;;;CM9_00095;1539;512;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;26036;26473;+;;;;;;;CM9_00100;438;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;26036;26473;+;AFQ02831.1;;;DNA-directed RNA polymerase subunit delta;;;CM9_00100;438;145;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;26479;27345;+;;;;;;;CM9_00105;867;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;26479;27345;+;AFQ02832.1;;;fructose-1,6-bisphosphate aldolase, class II;;;CM9_00105;867;288;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;27346;28449;+;;;;;;;CM9_00110;1104;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;27346;28449;+;AFQ02833.1;;;GTP-binding protein YchF;;;CM9_00110;1104;367;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;29551;30123;+;;;;;;;CM9_00125;573;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;29551;30123;+;AFQ02834.1;;;elongation factor P;;;CM9_00125;573;190;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;30104;30547;+;;;;;;;CM9_00130;444;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;30104;30547;+;AFQ02835.1;;;transcription termination/antitermination protein NusB;;;CM9_00130;444;147;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;30547;31152;+;;;;;;;CM9_00135;606;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;30547;31152;+;AFQ02836.1;;;hypothetical protein;;;CM9_00135;606;201;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;31142;31702;-;;;;;;;CM9_00140;561;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;31142;31702;-;AFQ02837.1;;;DJ-1/PfpI family protein;;;CM9_00140;561;186;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;31704;32324;-;;;;;upp;;CM9_00145;621;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;31704;32324;-;AFQ02838.1;;;uracil phosphoribosyltransferase;upp;;CM9_00145;621;206;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;32358;36713;-;;;;;;;CM9_00150;4356;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;32358;36713;-;AFQ02839.1;;;DNA polymerase III PolC;;;CM9_00150;4356;1451;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;36976;38976;+;;;;;;;CM9_00155;2001;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;36976;38976;+;AFQ02840.1;;;hypothetical protein;;;CM9_00155;2001;666;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;39126;39902;+;;;;;;;CM9_00160;777;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;39126;39902;+;AFQ02841.1;;;glycerol uptake facilitator;;;CM9_00160;777;258;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;39871;40512;-;;;;;;;CM9_00165;642;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;39871;40512;-;AFQ02842.1;;;thymidine kinase;;;CM9_00165;642;213;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;40541;41785;+;;;;;hisS;;CM9_00170;1245;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;40541;41785;+;AFQ02843.1;;;histidyl-tRNA ligase;hisS;;CM9_00170;1245;414;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;41757;43427;+;;;;;;;CM9_00175;1671;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;41757;43427;+;AFQ02844.1;;;aspartyl-tRNA synthetase;;;CM9_00175;1671;556;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;44748;46274;-;;;;;glpK;;CM9_00190;1527;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;44748;46274;-;AFQ02845.1;;;glycerol kinase;glpK;;CM9_00190;1527;508;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;46265;47419;-;;;;;;;CM9_00195;1155;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;46265;47419;-;AFQ02846.1;;;glycerol-3-phosphate dehydrogenase;;;CM9_00195;1155;384;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;47578;49353;+;;;;;;;CM9_00200;1776;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;47578;49353;+;AFQ02847.1;;;lipoprotein;;;CM9_00200;1776;591;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;49374;49640;+;;;;;;;CM9_00205;267;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;49374;49640;+;AFQ02848.1;;;phosphocarrier protein HPr;;;CM9_00205;267;88;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;49838;51517;+;;;;;;;CM9_00210;1680;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;49838;51517;+;AFQ02849.1;;;spermidine/putrescine ABC transporter ATP-binding protein;;;CM9_00210;1680;559;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;51594;52379;+;;;;;;;CM9_00215;786;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;51594;52379;+;AFQ02850.1;;;spermidine/putrescine ABC transporter permease;;;CM9_00215;786;261;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;52363;53217;+;;;;;;;CM9_00220;855;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;52363;53217;+;AFQ02851.1;;;spermidine/putrescine ABC transporter permease;;;CM9_00220;855;284;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;53202;54653;+;;;;;;;CM9_00225;1452;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;53202;54653;+;AFQ02852.1;;;spermidine/putrescine ABC transporter spermidine/putrescine binding protein;;;CM9_00225;1452;483;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;54655;55602;+;;;;;;;CM9_00230;948;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;54655;55602;+;AFQ02853.1;;;UGMP family protein;;;CM9_00230;948;315;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;55586;56737;+;;;;;;;CM9_00235;1152;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;55586;56737;+;AFQ02854.1;;;S-adenosylmethionine synthetase;;;CM9_00235;1152;383;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;56713;56970;+;;;;;;;CM9_00240;258;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;56713;56970;+;AFQ02855.1;;;hypothetical protein;;;CM9_00240;258;85;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;56967;58268;-;;;;;;;CM9_00245;1302;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;56967;58268;-;AFQ02856.1;;;signal recognition particle protein;;;CM9_00245;1302;433;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;59079;59750;+;;;;;;;CM9_00260;672;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;59079;59750;+;AFQ02857.1;;;deoxyribose-phosphate aldolase;;;CM9_00260;672;223;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;59737;61002;+;;;;;deoA;;CM9_00265;1266;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;59737;61002;+;AFQ02858.1;;;thymidine phosphorylase;deoA;;CM9_00265;1266;421;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;61011;61403;+;;;;;;;CM9_00270;393;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;61011;61403;+;AFQ02859.1;;;cytidine deaminase;;;CM9_00270;393;130;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;61403;63055;+;;;;;;;CM9_00275;1653;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;61403;63055;+;AFQ02860.1;;;phosphomannomutase;;;CM9_00275;1653;550;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;63032;63982;-;;;;;;;CM9_00280;951;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;63032;63982;-;AFQ02861.1;;;transcription antitermination protein NusG;;;CM9_00280;951;316;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;63986;64357;-;;;;;;;CM9_00285;372;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;63986;64357;-;AFQ02862.1;;;preprotein translocase subunit SecE;;;CM9_00285;372;123;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64364;64510;-;;;;;rpmG;;CM9_00290;147;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64364;64510;-;AFQ02863.1;;;50S ribosomal protein L33;rpmG;;CM9_00290;147;48;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64524;64907;-;;;;;;;CM9_00295;384;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64524;64907;-;AFQ02864.1;;;hypothetical protein;;;CM9_00295;384;127;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64894;65727;-;;;;;;;CM9_00300;834;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;64894;65727;-;AFQ02865.1;;;tetrapyrrole (corrin/porphyrin) methylase protein;;;CM9_00300;834;277;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;65709;66245;-;;;;;;;CM9_00305;537;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;65709;66245;-;AFQ02866.1;;;small primase-like protein;;;CM9_00305;537;178;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;66224;67222;-;;;;;;;CM9_00310;999;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;66224;67222;-;AFQ02867.1;;;ribose-phosphate pyrophosphokinase;;;CM9_00310;999;332;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;67203;67640;-;;;;;;;CM9_00315;438;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;67203;67640;-;AFQ02868.1;;;SsrA-binding protein;;;CM9_00315;438;145;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;67647;68540;+;;;;;;;CM9_00320;894;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;67647;68540;+;AFQ02869.1;;;glycosyl transferase, group 2 family protein;;;CM9_00320;894;297;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;68519;70222;-;;;;;;;CM9_00325;1704;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;68519;70222;-;AFQ02870.1;;;MFS family transporter;;;CM9_00325;1704;567;
gene;tRNA;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;70390;70478;-;;;;;;;CM9_t02781;89;;
tRNA;;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;70390;70478;-;;;;tRNA-Ser;;;CM9_t02781;89;;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;70527;72569;+;;;;;;;CM9_00330;2043;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;70527;72569;+;AFQ02871.1;;;PTS system, fructose-specific IIABC component;;;CM9_00330;2043;680;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;72520;73431;+;;;;;;;CM9_00335;912;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;72520;73431;+;AFQ02872.1;;;1-phosphofructokinase;;;CM9_00335;912;303;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;73442;73645;+;;;;;;;CM9_00340;204;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;73442;73645;+;AFQ02873.1;;;hypothetical protein;;;CM9_00340;204;67;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;73687;77682;+;;;;;;;CM9_00345;3996;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;73687;77682;+;AFQ02874.1;;;ABC transporter permease;;;CM9_00345;3996;1331;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;77682;79082;+;;;;;;;CM9_00350;1401;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;77682;79082;+;AFQ02875.1;;;ABC transporter ATP-binding protein;;;CM9_00350;1401;466;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;79086;81032;+;;;;;;;CM9_00355;1947;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;79086;81032;+;AFQ02876.1;;;transketolase;;;CM9_00355;1947;648;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;81082;82593;+;;;;;;;CM9_00360;1512;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;81082;82593;+;AFQ02877.1;;;lipoprotein;;;CM9_00360;1512;503;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;82617;84041;+;;;;;;;CM9_00365;1425;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;82617;84041;+;AFQ02878.1;;;lipoprotein;;;CM9_00365;1425;474;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;84079;84405;+;;;;;;;CM9_00370;327;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;84079;84405;+;AFQ02879.1;;;hypothetical protein;;;CM9_00370;327;108;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;84548;85552;+;;;;;;;CM9_00375;1005;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;84548;85552;+;AFQ02880.1;;;adhesin;;;CM9_00375;1005;334;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;85577;85993;+;;;;;;;CM9_00380;417;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;85577;85993;+;AFQ02881.1;;;MgPa adhesin;;;CM9_00380;417;138;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;86257;86610;+;;;;;;;CM9_00385;354;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;86257;86610;+;AFQ02882.1;;;MgPa adhesin;;;CM9_00385;354;117;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;86821;87624;+;;;;;;;CM9_00390;804;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;86821;87624;+;AFQ02883.1;;;hypothetical protein;;;CM9_00390;804;267;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;87913;88185;+;;;;;;;CM9_00395;273;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;87913;88185;+;AFQ02884.1;;;hypothetical protein;;;CM9_00395;273;90;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;88206;90932;+;;;;;;;CM9_00400;2727;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;88206;90932;+;AFQ02885.1;;;PTS system, glucose-specific IIABC component;;;CM9_00400;2727;908;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;91043;91897;+;;;;;rpsB;;CM9_00405;855;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;91043;91897;+;AFQ02886.1;;;30S ribosomal protein S2;rpsB;;CM9_00405;855;284;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;91902;94526;+;;;;;;;CM9_00410;2625;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;91902;94526;+;AFQ02887.1;;;ATPase P;;;CM9_00410;2625;874;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;94513;96933;+;;;;;secA;;CM9_00415;2421;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;94513;96933;+;AFQ02888.1;;;preprotein translocase subunit SecA;secA;;CM9_00415;2421;806;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;96911;98881;+;;;;;;;CM9_00420;1971;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;96911;98881;+;AFQ02889.1;;;excinuclease ABC subunit B;;;CM9_00420;1971;656;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;98884;99297;+;;;;;;;CM9_00425;414;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;98884;99297;+;AFQ02890.1;;;hypothetical protein;;;CM9_00425;414;137;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;99391;102435;+;;;;;;;CM9_00430;3045;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;99391;102435;+;AFQ02891.1;;;hypothetical protein;;;CM9_00430;3045;1014;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;102432;102848;-;;;;;;;CM9_00435;417;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;102432;102848;-;AFQ02892.1;;;hypothetical protein;;;CM9_00435;417;138;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;103159;104304;+;;;;;;;CM9_00440;1146;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;103159;104304;+;AFQ02893.1;;;peptide ABC transporter permease;;;CM9_00440;1146;381;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;104297;105427;+;;;;;;;CM9_00445;1131;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;104297;105427;+;AFQ02894.1;;;peptide ABC transporter permease;;;CM9_00445;1131;376;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;105429;106637;+;;;;;;;CM9_00450;1209;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;105429;106637;+;AFQ02895.1;;;peptide ABC transporter ATP-binding protein;;;CM9_00450;1209;402;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;106637;109183;+;;;;;;;CM9_00455;2547;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;106637;109183;+;AFQ02896.1;;;peptide ABC transporter ATP-binding protein;;;CM9_00455;2547;848;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;109239;109652;+;;;;;rplK;;CM9_00460;414;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;109239;109652;+;AFQ02897.1;;;50S ribosomal protein L11;rplK;;CM9_00460;414;137;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;109652;110332;+;;;;;rplA;;CM9_00465;681;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;109652;110332;+;AFQ02898.1;;;50S ribosomal protein L1;rplA;;CM9_00465;681;226;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;110332;110901;+;;;;;;;CM9_00470;570;;
