# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;18428;20506;-;;;;;fusA;;B1217_0017;2079;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;18428;20506;-;ASJ88926.1;;;elongation factor G;fusA;;B1217_0017;2079;692;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;20531;20998;-;;;;;rpsG;;B1217_0018;468;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;20531;20998;-;ASJ88927.1;;;30S ribosomal protein S7;rpsG;;B1217_0018;468;155;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;21016;21435;-;;;;;rpsL;;B1217_0019;420;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;21016;21435;-;ASJ88928.1;;;30S ribosomal protein S12;rpsL;;B1217_0019;420;139;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;21581;23341;+;;;;;;;B1217_0020;1761;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;21581;23341;+;ASJ88929.1;;;multi antimicrobial extrusion (MATE) family protein;;;B1217_0020;1761;586;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23319;23597;-;;;;;;;B1217_0021;279;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23319;23597;-;ASJ88930.1;;;hypothetical protein;;;B1217_0021;279;92;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23650;23952;-;;;;;;;B1217_0022;303;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23650;23952;-;ASJ88931.1;;;DivIVA domain-containing protein;;;B1217_0022;303;100;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23998;24912;+;;;;;rnhC;;B1217_0023;915;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;23998;24912;+;ASJ88932.1;;;ribonuclease HIII;rnhC;;B1217_0023;915;304;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;24925;25140;-;;;;;;;B1217_0024;216;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;24925;25140;-;ASJ88933.1;;;hypothetical protein;;;B1217_0024;216;71;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;25221;25631;+;;;;;hit;;B1217_0025;411;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;25221;25631;+;ASJ88934.1;;;histidine triad nucleotide-binding (HIT-like) protein;hit;;B1217_0025;411;136;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;25585;26487;-;;;;;ribF;;B1217_0026;903;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;25585;26487;-;ASJ88935.1;;;riboflavin kinase/FAD synthase (bifunctional);ribF;;B1217_0026;903;300;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;26474;27205;-;;;;;rlmB;;B1217_0027;732;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;26474;27205;-;ASJ88936.1;;;23S rRNA (guanosine-2'-O-)-methyltransferase RlmB;rlmB;;B1217_0027;732;243;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;27251;27712;+;;;;;;;B1217_0028;462;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;27251;27712;+;ASJ88937.1;;;PQ-loop repeat-containing protein;;;B1217_0028;462;153;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;27723;28544;-;;;;;;;B1217_0029;822;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;27723;28544;-;ASJ88938.1;;;hypothetical protein;;;B1217_0029;822;273;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;28564;29586;-;;;;;ftsY;;B1217_0030;1023;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;28564;29586;-;ASJ88939.1;;;signal recognition particle receptor FtsY;ftsY;;B1217_0030;1023;340;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;29589;32546;-;;;;;smc;;B1217_0031;2958;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;29589;32546;-;ASJ88940.1;;;chromosome partition protein Smc;smc;;B1217_0031;2958;985;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;32548;33252;-;;;;;rnc;;B1217_0032;705;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;32548;33252;-;ASJ88941.1;;;ribonuclease 3;rnc;;B1217_0032;705;234;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;33252;34205;-;;;;;plsX;;B1217_0033;954;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;33252;34205;-;ASJ88942.1;;;phosphate acyltransferase;plsX;;B1217_0033;954;317;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;34230;35066;-;;;;;;;B1217_0034;837;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;34230;35066;-;ASJ88943.1;;;ABC transporter, ATPase;;;B1217_0034;837;278;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;35069;36961;-;;;;;;;B1217_0035;1893;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;35069;36961;-;ASJ88944.1;;;hypothetical protein;;;B1217_0035;1893;630;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;36971;37807;-;;;;;;;B1217_0036;837;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;36971;37807;-;ASJ88945.1;;;ABC transporter, ATPase;;;B1217_0036;837;278;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;37811;38683;-;;;;;;;B1217_0037;873;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;37811;38683;-;ASJ88946.1;;;ABC-2 type transporter;;;B1217_0037;873;290;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;38685;40340;-;;;;;;;B1217_0038;1656;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;38685;40340;-;ASJ88947.1;;;hypothetical protein;;;B1217_0038;1656;551;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;40475;41830;+;;;;;;;B1217_0039;1356;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;40475;41830;+;ASJ88948.1;;;putative L-cysteine desulfidase;;;B1217_0039;1356;451;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;41808;42326;+;;;;;sfp;;B1217_0040;519;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;41808;42326;+;ASJ88949.1;;;4'-phosphopantetheinyl transferase;sfp;;B1217_0040;519;172;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;42348;42587;+;;;;;secG;;B1217_0041;240;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;42348;42587;+;ASJ88950.1;;;preprotein translocase subunit SecG;secG;;B1217_0041;240;79;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;42589;44784;+;;;;;rnr;;B1217_0042;2196;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;42589;44784;+;ASJ88951.1;;;ribonuclease R;rnr;;B1217_0042;2196;731;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;44789;45226;+;;;;;smpB;;B1217_0043;438;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;44789;45226;+;ASJ88952.1;;;SsrA-binding protein;smpB;;B1217_0043;438;145;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;45223;46146;-;;;;;whiA;;B1217_0044;924;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;45223;46146;-;ASJ88953.1;;;putative sporulation transcription regulator WhiA;whiA;;B1217_0044;924;307;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;46148;47101;-;;;;;trxB;;B1217_0045;954;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;46148;47101;-;ASJ88954.1;;;thioredoxin reductase;trxB;;B1217_0045;954;317;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;47300;51595;+;;;;;rpoB;;B1217_0046;4296;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;47300;51595;+;ASJ88955.1;;;DNA-directed RNA polymerase subunit beta;rpoB;;B1217_0046;4296;1431;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;51615;55406;+;;;;;rpoC;;B1217_0047;3792;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;51615;55406;+;ASJ88956.1;;;DNA-directed RNA polymerase subunit beta';rpoC;;B1217_0047;3792;1263;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;55648;56670;+;;;;;pheS;;B1217_0048;1023;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;55648;56670;+;ASJ88957.1;;;phenylalanine--tRNA ligase alpha subunit;pheS;;B1217_0048;1023;340;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;56673;58979;+;;;;;pheT;;B1217_0049;2307;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;56673;58979;+;ASJ88958.1;;;phenylalanine--tRNA ligase beta subunit;pheT;;B1217_0049;2307;768;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;58979;59461;+;;;;;dctD;;B1217_0050;483;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;58979;59461;+;ASJ88959.1;;;deoxycytidylate deaminase;dctD;;B1217_0050;483;160;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;59489;61492;+;;;;;nrdD;;B1217_0051;2004;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;59489;61492;+;ASJ88960.1;;;anaerobic ribonucleoside-triphosphate reductase;nrdD;;B1217_0051;2004;667;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;61510;62076;+;;;;;nrdG;;B1217_0052;567;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;61510;62076;+;ASJ88961.1;;;anaerobic ribonucleoside-triphosphate reductase activating protein;nrdG;;B1217_0052;567;188;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;62112;62597;-;;;;;nagE;;B1217_0053;486;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;62112;62597;-;ASJ88962.1;;;phosphotransferase system N-acetylglucosamine-specific EIIA component;nagE;;B1217_0053;486;161;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;62718;64487;-;;;;;;;B1217_0054;1770;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;62718;64487;-;ASJ88963.1;;;phosphotransferase system N-acetylglucosamine-specific EIIBC component;;;B1217_0054;1770;589;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;64465;64746;-;;;;;;;B1217_0055;282;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;64465;64746;-;ASJ88964.1;;;hypothetical protein;;;B1217_0055;282;93;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;64831;65580;+;;;;;cutC;;B1217_0056;750;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;64831;65580;+;ASJ88965.1;;;copper homeostasis protein CutC;cutC;;B1217_0056;750;249;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;65577;66308;-;;;;;nagB;;B1217_0057;732;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;65577;66308;-;ASJ88966.1;;;glucosamine-6-phosphate deaminase;nagB;;B1217_0057;732;243;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;66311;67420;-;;;;;nagA;;B1217_0058;1110;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;66311;67420;-;ASJ88967.1;;;N-acetylglucosamine-6-phosphate deacetylase;nagA;;B1217_0058;1110;369;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;67470;68567;-;;;;;hsdS;;B1217_0059;1098;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;67470;68567;-;ASJ88968.1;;;type I restriction-modification system, DNA specificity (S) subunit;hsdS;;B1217_0059;1098;365;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;68993;70768;-;;;;;hsdM;;B1217_0060;1776;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;68993;70768;-;ASJ88969.1;;;type I restriction-modification system, N6-adenine DNA methyltransferase (M) subunit;hsdM;;B1217_0060;1776;591;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;71028;71240;+;;;;;nrdD2;;B1217_0061;213;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;71028;71240;+;ASJ88970.1;;;anaerobic ribonucleoside-triphosphate reductase;nrdD2;;B1217_0061;213;70;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;71321;72061;-;;;;;nadE;;B1217_0062;741;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;71321;72061;-;ASJ88971.1;;;NH(3)-dependent NAD(+) synthetase;nadE;;B1217_0062;741;246;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;72066;73352;-;;;;;obg;;B1217_0063;1287;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;72066;73352;-;ASJ88972.1;;;GTPase Obg;obg;;B1217_0063;1287;428;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;73354;74103;-;;;;;ptc1;;B1217_0064;750;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;73354;74103;-;ASJ88973.1;;;serine/threonine protein phosphatase 2C (PP2C)-like protein;ptc1;;B1217_0064;750;249;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;74087;75127;-;;;;;rlmN;;B1217_0065;1041;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;74087;75127;-;ASJ88974.1;;;putative dual-specificity RNA methyltransferase RlmN;rlmN;;B1217_0065;1041;346;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;75128;75736;-;;;;;gmk;;B1217_0066;609;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;75128;75736;-;ASJ88975.1;;;guanylate kinase;gmk;;B1217_0066;609;202;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;75742;77331;-;;;;;trkG;;B1217_0067;1590;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;75742;77331;-;ASJ88976.1;;;K+ transport system, membrane component;trkG;;B1217_0067;1590;529;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;77374;78156;+;;;;;trkA;;B1217_0068;783;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;77374;78156;+;ASJ88977.1;;;K+ transport system, NAD-binding component;trkA;;B1217_0068;783;260;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;78149;78817;+;;;;;rpe;;B1217_0069;669;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;78149;78817;+;ASJ88978.1;;;ribulose-phosphate 3-epimerase;rpe;;B1217_0069;669;222;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;79435;79740;+;;;;;rpsJ;;B1217_0070;306;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;79435;79740;+;ASJ88979.1;;;30S ribosomal protein S10;rpsJ;;B1217_0070;306;101;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;79760;80638;+;;;;;rplC;;B1217_0071;879;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;79760;80638;+;ASJ88980.1;;;50S ribosomal protein L3;rplC;;B1217_0071;879;292;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;80650;81282;+;;;;;rplD;;B1217_0072;633;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;80650;81282;+;ASJ88981.1;;;50S ribosomal protein L4;rplD;;B1217_0072;633;210;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;81285;81710;+;;;;;rplW;;B1217_0073;426;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;81285;81710;+;ASJ88982.1;;;50S ribosomal protein L23;rplW;;B1217_0073;426;141;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;81719;82561;+;;;;;rplB;;B1217_0074;843;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;81719;82561;+;ASJ88983.1;;;50S ribosomal protein L2;rplB;;B1217_0074;843;280;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;82586;82888;+;;;;;rpsS;;B1217_0075;303;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;82586;82888;+;ASJ88984.1;;;30S ribosomal protein S19;rpsS;;B1217_0075;303;100;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;82908;83393;+;;;;;rplV;;B1217_0076;486;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;82908;83393;+;ASJ88985.1;;;50S ribosomal protein L22;rplV;;B1217_0076;486;161;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;83393;84166;+;;;;;rpsC;;B1217_0077;774;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;83393;84166;+;ASJ88986.1;;;30S ribosomal protein S3;rpsC;;B1217_0077;774;257;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84169;84591;+;;;;;rplP;;B1217_0078;423;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84169;84591;+;ASJ88987.1;;;50S ribosomal protein L16;rplP;;B1217_0078;423;140;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84584;84967;+;;;;;rpmC;;B1217_0079;384;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84584;84967;+;ASJ88988.1;;;50S ribosomal protein L29;rpmC;;B1217_0079;384;127;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84967;85245;+;;;;;rpsQ;;B1217_0080;279;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;84967;85245;+;ASJ88989.1;;;30S ribosomal protein S17;rpsQ;;B1217_0080;279;92;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85258;85626;+;;;;;rplN;;B1217_0081;369;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85258;85626;+;ASJ88990.1;;;50S ribosomal protein L14;rplN;;B1217_0081;369;122;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85636;85974;+;;;;;rplX;;B1217_0082;339;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85636;85974;+;ASJ88991.1;;;50S ribosomal protein L24;rplX;;B1217_0082;339;112;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85978;86520;+;;;;;rplE;;B1217_0083;543;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;85978;86520;+;ASJ88992.1;;;50S ribosomal protein L5;rplE;;B1217_0083;543;180;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;86529;86714;+;;;;;rpsZ;;B1217_0084;186;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;86529;86714;+;ASJ88993.1;;;30S ribosomal protein S14;rpsZ;;B1217_0084;186;61;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;86733;87122;+;;;;;rpsH;;B1217_0085;390;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;86733;87122;+;ASJ88994.1;;;30S ribosomal protein S8;rpsH;;B1217_0085;390;129;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;87136;87684;+;;;;;rplF;;B1217_0086;549;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;87136;87684;+;ASJ88995.1;;;50S ribosomal protein L6;rplF;;B1217_0086;549;182;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;87691;88050;+;;;;;rplR;;B1217_0087;360;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;87691;88050;+;ASJ88996.1;;;50S ribosomal protein L18;rplR;;B1217_0087;360;119;
